Frame Number,Total non-masked faces,Total masked faces,Non-masked Face ROIs,Masked Face ROIs
1783,2,3,"174,78,50,57;159,101,47,50","160,136,53,60;368,66,42,45;331,93,46,50"
1784,2,3,"173,78,50,58;159,102,47,49","159,136,53,60;368,66,42,45;331,93,46,50"
1785,2,3,"172,78,51,59;159,102,47,50","159,136,53,59;368,66,42,45;331,93,46,51"
1786,2,3,"172,78,51,59;159,103,47,49","158,135,53,60;368,66,42,45;331,93,46,51"
1787,2,3,"173,79,50,59;159,103,46,49","158,135,52,59;368,66,42,45;330,94,47,50"
1788,2,3,"173,80,50,58;159,103,46,49","160,135,51,58;369,66,42,45;330,94,46,50"
1789,2,3,"173,81,50,58;159,104,47,50","158,135,51,58;369,66,42,45;330,94,46,51"
1790,2,3,"174,82,49,57;159,104,46,49","157,135,52,57;369,66,42,45;330,94,46,51"
1791,2,4,"174,83,49,56;158,105,47,50","193,55,43,46;156,134,52,57;369,66,42,45;330,94,46,51"
1792,1,4,"172,83,50,59","193,55,43,46;155,134,52,56;368,66,43,46;330,94,46,50"
1793,1,4,"174,84,49,57","193,54,44,47;155,133,51,56;368,66,43,46;330,94,46,50"
1794,1,4,"172,84,51,59","193,54,44,47;154,133,51,55;368,65,43,46;330,94,45,50"
1795,1,4,"173,85,50,58","193,54,44,47;152,132,52,56;369,66,42,45;329,94,46,50"
1796,1,4,"171,86,51,59","193,54,44,47;152,131,52,57;369,65,42,46;329,95,46,50"
1797,1,4,"173,87,50,57","193,54,44,47;152,129,52,58;368,65,43,45;329,94,46,51"
1798,1,4,"173,88,49,57","193,54,44,47;151,129,53,57;368,65,43,45;329,94,46,51"
1799,1,4,"173,88,49,56","193,54,44,47;151,128,52,58;368,65,42,45;329,94,46,51"
1800,1,4,"173,89,49,55","193,54,45,47;150,128,52,57;368,64,42,46;328,94,47,51"
1801,1,4,"173,89,49,55","193,54,45,47;149,127,53,58;367,64,43,46;327,95,47,51"
1802,1,4,"174,90,48,54","193,54,45,47;149,127,52,57;367,64,42,46;327,94,47,52"
1803,1,4,"172,89,50,56","194,54,44,47;148,126,52,58;367,64,42,45;327,94,47,51"
1804,1,4,"171,89,50,57","194,54,44,46;147,126,53,58;367,63,42,46;326,94,48,51"
1805,1,4,"170,90,51,57","194,54,44,46;146,126,53,58;367,63,42,46;326,94,47,51"
1806,1,4,"170,91,51,57","194,54,44,46;146,126,52,58;366,63,42,46;326,93,47,51"
1807,1,4,"170,90,51,57","194,54,43,46;145,125,53,58;366,63,42,45;326,93,46,51"
1808,1,4,"171,90,50,56","194,55,43,46;144,125,53,59;366,63,42,45;325,93,47,51"
1809,1,4,"171,89,50,56","194,55,43,46;144,125,53,59;365,62,43,46;325,93,47,50"
1810,1,4,"170,89,50,56","194,55,43,46;144,126,53,59;365,62,42,46;325,92,46,51"
1811,1,4,"170,89,50,56","193,54,44,47;143,127,54,60;365,62,42,46;325,92,46,51"
1812,1,4,"170,89,50,56","193,55,44,46;142,128,54,60;364,62,42,46;324,92,46,50"
1813,1,4,"170,89,49,56","193,56,44,46;142,129,54,60;364,62,42,46;324,92,46,50"
1814,1,4,"170,89,49,55","193,56,44,46;142,128,54,60;364,62,42,46;323,91,47,51"
1815,1,4,"169,89,50,55","193,56,44,46;142,129,53,60;364,62,41,46;323,91,46,50"
1816,1,4,"169,89,50,56","193,57,44,46;141,130,53,60;363,61,42,47;323,91,46,51"
1817,1,4,"169,89,50,55","193,57,44,46;139,131,54,59;362,61,43,47;322,90,47,52"
1818,1,4,"169,89,49,55","193,57,44,46;139,133,53,58;362,61,42,48;322,90,46,52"
1819,1,4,"169,88,49,55","193,58,44,45;138,133,53,58;362,62,42,47;321,90,47,52"
1820,1,4,"169,88,49,54","193,58,44,46;139,133,53,58;361,62,43,47;321,90,47,52"
1821,1,4,"169,87,49,55","193,57,44,47;139,134,52,58;361,62,42,47;321,90,47,51"
1822,2,4,"151,53,36,40;169,87,49,54","193,58,44,46;138,134,53,58;360,62,43,47;320,90,47,51"
1823,2,4,"150,53,38,40;169,86,49,55","193,58,43,46;138,134,52,57;360,63,42,46;320,90,47,51"
1824,3,4,"154,107,44,46;150,53,38,40;169,86,49,55","194,59,43,46;138,135,52,58;360,63,42,47;319,90,47,51"
1825,2,4,"151,108,48,50;169,85,49,55","194,60,43,46;137,136,53,58;360,64,41,46;319,90,47,51"
1826,2,4,"149,107,51,54;169,85,49,54","194,60,43,46;137,135,52,59;359,64,42,46;319,91,47,50"
1827,2,4,"149,106,51,55;169,85,49,54","194,61,43,45;137,136,52,59;359,65,42,46;318,91,47,51"
1828,2,4,"150,105,50,53;169,84,49,54","193,60,43,46;136,136,53,59;359,65,41,46;317,92,48,52"
1829,2,3,"150,104,50,53;168,84,50,56","194,61,43,46;135,135,53,59;358,66,42,45"
1830,2,3,"150,105,50,52;169,83,49,55","194,62,43,45;135,135,53,59;358,66,41,46"
1831,2,3,"150,105,50,53;169,83,49,54","194,62,43,46;135,136,53,58;357,67,42,46"
1832,2,3,"150,105,50,52;169,83,49,54","194,62,43,46;134,135,53,60;357,67,42,46"
1833,2,3,"149,106,51,53;168,83,49,54","194,63,43,45;133,135,54,60;356,68,43,46"
1834,2,3,"149,105,51,54;168,83,49,55","194,63,43,45;132,135,54,60;356,68,42,46"
1835,2,3,"149,105,51,54;169,83,49,55","194,63,43,45;133,135,53,61;356,68,42,46"
1836,2,3,"149,105,51,55;169,83,49,54","194,64,42,44;132,134,53,61;355,69,42,45"
1837,2,3,"149,106,51,54;169,83,50,54","194,64,42,44;132,134,53,61;355,69,42,46"
1838,2,3,"149,105,51,54;170,83,49,54","194,64,42,44;131,134,54,61;354,70,42,45"
1839,2,3,"150,105,50,53;169,82,49,54","193,64,42,44;131,135,53,60;354,70,42,46"
1840,2,3,"150,106,50,51;169,82,49,55","193,64,42,44;130,134,53,60;353,70,42,46"
1841,2,3,"149,107,50,52;170,82,49,55","194,63,42,45;130,133,53,61;353,70,42,46"
1842,2,3,"148,107,51,54;170,83,49,53","193,63,43,45;129,133,53,60;352,70,42,46"
1843,2,3,"147,107,52,54;170,83,49,53","193,63,42,45;129,132,52,59;352,71,42,45"
1844,2,2,"148,107,51,53;170,83,49,53","193,62,42,45;351,71,42,46"
1845,2,2,"150,107,49,52;171,83,48,53","193,62,42,45;350,71,42,46"
1846,2,2,"150,108,49,52;170,84,48,54","193,61,42,45;348,70,44,48"
1847,2,2,"151,109,48,52;170,85,49,53","193,60,42,45;349,70,43,47"
1848,2,3,"151,109,48,52;171,86,48,53","124,129,54,60;193,61,42,45;348,70,44,47"
1849,2,3,"151,110,47,51;171,86,48,53","123,128,54,60;193,60,42,45;348,70,43,47"
1850,1,3,"171,87,48,52","122,127,55,61;193,60,43,45;348,70,42,46"
1851,1,3,"172,87,48,52","121,127,53,59;193,60,43,44;347,70,43,47"
1852,1,3,"171,87,48,53","123,127,51,58;193,59,43,45;347,70,43,47"
1853,1,3,"172,88,47,52","119,126,53,58;193,59,43,45;346,69,43,48"
1854,1,3,"172,89,47,52","119,126,53,58;194,58,43,45;346,69,43,47"
1855,1,3,"173,90,47,52","119,125,53,59;194,58,42,45;345,69,43,47"
1856,1,3,"174,91,46,51","118,125,53,59;194,58,43,45;345,69,43,46"
1857,1,3,"174,91,46,51","115,125,54,60;194,58,43,45;345,69,42,46"
1858,1,4,"174,92,46,50","304,98,50,54;113,125,55,61;194,58,43,45;344,69,43,46"
1859,1,3,"174,92,46,50","304,98,51,55;194,58,44,45;344,68,42,47"
1860,1,4,"174,93,46,51","376,84,40,44;304,98,50,54;195,57,43,46;344,68,42,47"
1861,1,3,"174,93,46,51","304,98,49,54;195,57,43,46;343,68,43,47"
1862,1,3,"175,93,45,51","304,98,48,53;195,57,43,45;343,68,43,47"
1863,1,3,"175,94,45,50","303,99,49,52;195,56,43,45;342,67,43,47"
1864,1,3,"176,95,45,49","303,99,49,52;195,56,43,46;342,67,43,48"
1865,1,3,"176,95,45,49","303,99,48,52;196,56,43,45;342,67,43,47"
1866,1,3,"176,95,45,49","303,99,48,52;196,56,43,45;342,67,43,46"
1867,1,3,"176,95,45,49","303,99,48,52;196,56,44,45;341,66,44,47"
1868,1,3,"176,95,45,49","303,99,48,52;196,56,44,46;341,66,43,47"
1869,1,3,"177,95,44,49","303,98,48,53;196,56,44,46;341,65,43,47"
1870,1,3,"177,95,45,49","303,98,48,53;196,55,44,46;341,65,43,47"
1871,1,3,"177,95,45,51","303,98,48,53;197,56,44,46;341,65,43,47"
1872,1,3,"177,95,46,52","303,98,48,53;198,56,43,46;340,65,43,47"
1873,0,3,,"303,98,48,52;198,57,43,45;339,65,44,48"
1874,0,3,,"303,98,48,52;199,57,43,46;339,64,44,48"
1875,0,3,,"303,98,48,53;200,57,42,46;339,64,44,47"
1876,0,3,,"303,98,48,53;201,58,42,45;339,64,44,47"
1877,0,3,,"303,98,49,53;202,58,41,45;339,64,44,47"
1878,0,3,,"303,98,49,53;202,59,42,45;338,64,45,48"
1879,0,2,,"303,98,49,53;338,64,45,48"
1880,0,2,,"302,99,50,52;338,64,44,48"
1881,0,2,,"303,99,49,52;338,64,44,48"
1882,0,2,,"302,99,49,52;338,64,44,48"
1883,0,2,,"302,99,50,53;338,65,44,47"
1884,0,1,,"338,65,44,47"
1885,0,1,,"337,65,44,48"
1886,0,1,,"337,65,44,48"
1887,0,2,,"373,83,41,44;337,66,44,47"
1888,0,2,,"372,82,42,45;337,66,44,48"
1889,0,2,,"373,82,41,45;336,66,44,48"
1890,0,2,,"372,82,42,45;336,67,44,47"
1891,0,2,,"372,81,42,46;336,67,44,48"
1892,0,2,,"372,81,42,46;336,68,44,47"
1893,0,2,,"302,104,50,52;336,68,44,48"
1894,0,2,,"302,104,50,53;336,68,44,48"
1895,1,2,"335,45,36,41","302,105,50,52;336,69,44,48"
1896,1,2,"335,45,37,42","302,105,50,53;336,69,44,49"
1897,1,3,"335,44,38,43","373,83,41,45;302,106,50,53;336,70,44,48"
1898,1,2,"335,44,38,43","373,83,41,45;336,71,43,47"
1899,1,2,"335,44,38,42","373,84,41,44;336,71,43,47"
1900,1,2,"335,44,37,42","373,84,41,45;336,71,43,48"
1901,1,2,"335,45,37,40","374,85,40,44;336,72,43,47"
1902,1,2,"335,45,37,41","373,85,40,44;336,72,43,47"
1903,2,2,"55,130,57,61;335,44,37,42","373,85,40,44;336,72,43,47"
1904,2,2,"54,129,56,61;335,45,37,41","373,86,40,44;336,72,44,48"
1905,2,2,"54,128,56,61;335,45,37,41","373,86,40,44;336,72,43,48"
1906,2,2,"52,128,55,60;336,45,36,41","373,87,40,43;337,72,43,48"
1907,2,2,"50,127,55,60;336,45,36,40","373,87,41,44;337,72,43,47"
1908,2,2,"48,125,56,63;336,46,36,39","373,88,41,44;337,72,43,47"
1909,1,1,"47,125,55,62","374,88,40,44"
1910,1,1,"45,125,55,62","374,87,40,44"
1911,1,1,"44,125,55,61","374,87,40,44"
1912,1,1,"43,125,55,62","374,88,40,43"
1913,1,1,"41,124,56,63","375,88,40,42"
1914,1,1,"39,124,57,64","375,88,40,42"
1915,1,0,"38,125,56,63",
1916,1,0,"37,126,55,62",
1917,1,0,"35,127,56,63",
1918,1,0,"34,128,55,62",
1919,1,0,"32,128,56,62",
1920,1,0,"31,128,56,63",
1921,1,0,"30,129,55,62",
1922,1,0,"28,129,56,63",
1923,1,0,"27,130,56,64",
1924,1,0,"26,131,56,63",
1925,1,0,"25,132,55,63",
1926,1,0,"24,132,56,63",
1927,2,0,"125,120,49,56;23,133,55,63",
1928,2,0,"125,120,49,57;22,134,56,63",
1929,2,0,"124,119,50,58;21,135,56,63",
1930,2,0,"124,119,50,57;18,135,57,64",
1931,2,0,"123,119,50,57;17,136,56,64",
1932,2,0,"122,118,51,58;16,137,57,63",
1933,3,0,"156,101,46,50;122,118,51,58;15,137,56,63",
1934,3,0,"154,101,47,51;122,118,51,58;13,137,57,63",
1935,3,0,"153,101,48,51;122,118,51,58;13,137,57,63",
1936,3,0,"152,100,48,51;121,118,51,58;12,137,56,63",
1937,3,0,"152,100,48,51;121,118,51,57;11,137,56,63",
1938,4,0,"155,56,39,42;151,100,48,51;120,118,52,57;10,138,56,62",
1939,4,0,"155,56,39,42;150,100,49,53;120,117,51,58;9,137,56,63",
1940,4,0,"155,56,39,43;149,99,49,53;120,117,51,57;8,137,56,63",
1941,3,0,"148,99,50,53;120,117,51,57;7,137,56,62",
1942,3,0,"147,98,50,54;120,117,50,57;6,137,56,62",
1943,3,0,"146,97,51,55;119,118,51,56;4,137,56,63",
1944,3,0,"146,97,50,56;119,117,50,57;3,136,57,64",
1945,3,0,"145,96,51,57;119,117,50,57;2,136,57,63",
1946,3,0,"145,96,50,57;118,117,51,57;2,135,56,63",
1947,3,0,"144,95,51,57;118,118,51,56;2,135,55,62",
1948,3,0,"144,95,50,57;118,118,51,56;1,134,56,63",
1949,3,0,"143,94,51,57;118,118,50,56;0,134,55,63",
1950,4,0,"184,99,45,48;143,94,50,57;117,119,51,56;0,133,54,63",
1951,4,0,"184,99,45,49;142,94,51,58;118,119,51,56;-1,132,54,63",
1952,4,0,"184,100,45,48;141,93,52,59;118,120,50,56;-1,132,54,62",
1953,4,0,"184,101,44,48;140,93,52,59;117,120,51,56;-1,131,53,63",
1954,5,0,"154,57,38,42;183,101,45,48;139,93,53,59;117,120,50,57;-1,131,51,63",
1955,5,0,"154,57,38,42;183,102,44,47;140,92,52,59;117,121,50,56;-1,130,50,63",
1956,5,0,"153,57,39,42;183,102,44,47;138,92,54,62;116,121,51,57;-1,129,49,64",
1957,5,0,"153,57,39,42;183,102,43,47;138,92,54,61;116,122,50,56;-1,129,47,62",
1958,5,0,"153,57,39,42;182,103,44,47;138,92,54,61;116,124,50,55;-1,127,47,63",
1959,5,0,"153,56,39,43;182,103,44,47;138,92,53,60;115,124,50,56;-1,127,46,63",
1960,5,0,"154,56,38,43;182,103,44,47;139,92,52,58;115,125,49,56;-1,127,45,63",
1961,5,0,"153,56,39,43;181,103,44,47;138,93,52,58;115,125,50,56;-1,126,44,64",
1962,5,0,"153,56,39,43;181,103,44,47;138,94,52,57;114,126,50,55;-1,126,43,64",
1963,5,0,"153,56,39,43;180,103,44,48;138,94,51,57;115,126,50,56;-1,126,42,65",
1964,5,0,"153,56,39,43;180,103,44,48;138,95,51,56;114,127,50,56;-1,125,41,66",
1965,4,0,"154,56,38,42;180,103,44,47;138,96,50,55;113,127,50,56",
1966,4,1,"154,56,39,42;180,102,44,48;137,96,51,56;112,127,51,56","209,66,43,48"
1967,4,1,"154,56,39,42;180,102,44,48;137,97,50,55;112,128,50,56","209,65,45,50"
1968,4,1,"154,56,39,42;180,102,44,48;137,97,50,54;113,129,50,56","209,65,46,50"
1969,4,1,"154,56,39,42;179,102,44,48;137,98,49,54;113,129,50,57","209,65,47,50"
1970,4,1,"154,56,39,43;179,102,44,47;137,99,49,54;112,129,50,57","208,64,48,52"
1971,4,1,"154,55,39,43;179,101,44,48;136,99,49,55;111,129,51,58","208,63,47,52"
1972,4,1,"154,55,39,43;179,101,44,48;136,99,49,55;111,130,51,57","208,63,47,51"
1973,4,1,"154,55,39,43;179,101,44,48;136,99,49,55;110,130,51,57","208,63,48,52"
1974,4,1,"154,55,40,43;179,101,43,48;135,102,50,55;110,130,51,57","208,63,47,51"
1975,4,1,"154,55,40,44;179,101,43,48;134,102,51,56;110,130,51,57","208,64,47,50"
1976,4,1,"154,55,40,44;179,101,43,47;133,103,51,56;110,130,51,57","209,63,46,50"
1977,4,1,"154,55,40,44;178,100,44,48;133,104,51,57;109,130,53,58","209,62,46,51"
1978,3,1,"178,100,45,48;132,104,52,58;110,130,51,58","209,62,47,51"
1979,3,1,"178,99,44,48;132,104,52,59;109,130,52,58","209,62,47,50"
1980,3,1,"178,99,44,48;131,104,53,60;110,129,52,59","209,62,48,50"
1981,4,1,"320,74,47,50;178,98,44,48;130,105,54,60;110,128,52,60","209,61,47,51"
1982,4,1,"320,74,46,50;178,98,44,48;130,105,53,60;110,128,53,60","209,61,48,51"
1983,4,1,"320,74,45,50;178,98,44,49;130,105,53,59;110,129,52,59","210,61,47,50"
1984,4,1,"321,74,44,49;178,98,44,48;130,105,53,60;109,128,53,60","210,61,47,49"
1985,4,1,"320,74,44,49;178,98,44,48;130,104,52,59;109,128,53,59","210,60,47,50"
1986,4,1,"320,74,44,48;178,97,44,49;131,104,51,58;108,127,53,59","210,60,47,50"
1987,4,1,"320,74,44,48;178,97,44,48;130,104,51,58;108,127,53,59","211,60,46,50"
1988,4,1,"320,74,44,48;178,96,44,49;131,103,49,56;107,127,53,58","211,60,46,50"
1989,4,1,"321,74,43,47;178,97,44,48;131,104,49,56;107,126,53,59","211,60,47,50"
1990,4,1,"321,74,43,47;178,97,44,49;130,104,50,56;107,126,52,58","211,60,47,49"
1991,4,1,"321,74,43,47;178,97,44,48;130,104,49,55;107,126,52,58","212,60,46,49"
1992,4,1,"322,72,42,47;178,97,44,49;130,104,49,56;107,126,52,58","212,60,46,49"
1993,4,1,"322,72,42,46;178,98,44,48;130,103,49,56;106,126,52,58","212,60,47,49"
1994,3,1,"178,98,44,48;129,103,49,56;106,125,52,58","213,60,46,49"
1995,3,1,"178,98,45,49;129,102,49,56;107,125,52,58","213,60,46,49"
1996,3,2,"178,99,45,48;128,102,50,57;107,125,52,58","333,10,83,106;213,60,46,49"
1997,3,2,"178,99,45,49;127,102,50,57;105,125,52,58","332,8,84,107;213,60,46,49"
1998,4,2,"156,57,39,42;178,98,44,49;126,101,51,57;104,125,51,57","329,9,87,109;213,60,47,49"
1999,3,2,"178,99,45,49;126,101,50,58;103,125,51,57","326,8,89,110;213,60,47,49"
2000,3,2,"178,99,44,49;124,101,52,59;103,126,51,57","324,6,91,111;214,60,46,50"
2001,3,2,"177,99,45,49;125,100,51,60;102,126,51,57","322,7,92,110;215,61,46,49"
2002,3,2,"178,100,45,49;124,99,52,59;101,126,51,58","319,8,93,111;214,60,46,50"
2003,4,2,"158,54,47,51;178,101,44,49;124,99,52,59;101,126,51,58","316,8,94,112;215,61,46,49"
2004,4,2,"157,55,46,50;178,101,44,48;123,98,51,59;101,127,51,58","314,9,94,111;215,61,46,50"
2005,4,2,"157,56,43,47;178,101,44,49;123,97,51,59;100,128,52,57","312,9,95,112;215,62,47,49"
2006,4,2,"157,56,43,47;177,102,45,49;121,96,52,60;99,129,51,57","309,11,95,111;216,62,46,50"
2007,4,2,"157,57,42,45;178,103,44,49;121,96,51,59;99,129,51,58","307,12,95,112;216,63,46,50"
2008,4,2,"157,57,41,45;178,104,44,48;120,95,51,58;98,130,51,57","304,14,95,111;217,64,46,49"
2009,3,3,"178,104,44,48;120,96,50,57;98,130,52,58","279,109,51,57;302,16,95,111;218,64,45,49"
2010,3,3,"178,105,44,49;119,95,50,57;98,131,52,58","279,109,51,58;300,17,95,111;218,64,45,50"
2011,3,3,"178,105,44,49;119,95,49,56;96,131,52,59","278,109,53,59;297,18,94,112;217,65,46,50"
2012,3,3,"178,106,44,48;118,95,49,56;95,131,52,59","278,110,54,60;295,20,94,110;217,65,47,50"
2013,4,3,"19,45,39,46;177,106,45,49;117,96,49,55;94,132,51,59","278,110,54,59;293,22,94,109;218,65,46,51"
2014,4,3,"19,45,39,46;178,106,44,49;116,96,49,56;93,132,52,59","278,110,54,59;290,24,93,110;218,66,47,50"
2015,3,3,"177,107,45,49;115,95,50,56;92,132,53,60","278,111,52,58;286,25,94,110;218,66,47,51"
2016,4,3,"161,57,40,44;177,107,45,49;115,96,49,55;92,132,53,61","277,112,52,57;284,28,93,109;219,67,46,50"
2017,4,2,"161,57,40,43;177,107,45,48;114,96,49,55;90,133,54,61","280,29,94,110;219,67,47,51"
2018,4,2,"161,57,40,43;178,108,45,47;113,96,49,55;89,135,54,60","278,30,94,110;220,68,46,50"
2019,4,2,"161,57,42,44;178,107,45,49;113,97,48,54;89,135,53,60","276,32,93,109;220,68,47,51"
2020,4,2,"161,56,42,46;178,107,45,49;112,97,48,55;89,135,53,60","271,33,93,110;221,69,46,50"
2021,5,2,"379,40,36,39;161,56,42,45;178,108,45,49;110,98,49,54;87,136,53,59","268,35,93,109;221,70,46,50"
2022,5,2,"379,39,36,40;162,56,41,45;178,108,45,49;109,99,49,54;87,136,53,60","266,36,93,109;221,70,47,50"
2023,5,2,"379,40,37,39;162,56,42,45;178,108,45,49;108,99,49,55;86,136,53,60","263,37,93,109;222,70,46,50"
2024,6,2,"19,45,39,47;379,40,37,39;163,56,41,44;178,108,45,49;107,99,49,55;85,136,54,60","258,38,94,110;222,71,46,50"
2025,6,2,"18,45,39,47;380,40,36,40;163,56,41,44;178,107,45,50;106,99,50,56;84,136,54,60","255,39,95,110;223,71,46,50"
2026,6,2,"18,45,39,48;380,40,36,40;163,56,41,44;178,107,46,50;103,100,51,57;83,136,55,61","251,40,95,110;223,71,46,50"
2027,6,2,"17,45,40,48;380,40,36,40;163,56,41,44;178,107,46,50;103,100,51,57;83,136,54,60","248,40,94,109;223,71,46,50"
2028,6,2,"17,45,40,48;380,40,36,40;163,56,41,44;179,106,45,50;102,101,51,56;82,136,54,60","244,39,95,109;223,71,45,49"
2029,5,2,"17,46,40,48;164,56,41,44;179,106,45,50;101,103,51,56;81,136,54,59","241,39,94,109;223,70,45,49"
2030,5,1,"17,47,40,48;165,56,40,43;179,105,45,50;99,103,51,57;80,136,53,59","237,39,94,108"
2031,5,1,"17,47,40,48;165,56,40,43;179,105,46,49;99,105,51,57;79,135,53,59","233,38,95,110"
2032,5,1,"15,47,41,49;165,56,40,43;179,105,46,50;98,105,51,56;79,135,53,59","228,38,95,110"
2033,4,2,"165,56,40,43;179,105,46,50;94,107,52,59;77,134,54,59","381,41,36,40;225,38,96,112"
2034,4,3,"166,56,40,43;179,105,46,49;95,107,52,59;77,134,53,59","320,80,47,51;381,41,36,40;222,37,96,111"
2035,4,3,"166,56,40,42;179,105,45,49;95,108,51,58;76,132,53,60","320,79,48,53;381,41,35,40;219,36,95,111"
2036,4,3,"166,56,40,43;179,105,45,49;92,109,51,59;75,133,53,59","320,79,48,53;381,41,35,40;214,36,95,110"
2037,3,3,"167,56,39,43;179,105,45,48;74,132,53,59","320,79,48,53;382,42,35,39;210,34,97,112"
2038,3,3,"166,56,40,43;179,104,45,49;74,132,53,59","321,79,48,53;382,42,35,39;208,33,96,112"
2039,3,3,"167,56,40,44;179,104,45,49;73,131,53,59","321,79,48,53;382,42,35,39;204,33,97,112"
2040,3,3,"167,57,41,44;178,103,45,49;73,130,53,60","321,78,48,53;383,42,34,39;201,32,96,112"
2041,3,3,"167,57,41,44;178,102,45,50;72,130,54,60","321,78,49,53;383,42,34,39;197,31,96,112"
2042,3,3,"167,56,41,44;178,102,45,50;72,130,54,59","321,78,49,53;383,42,34,39;195,30,99,113"
2043,3,2,"168,56,40,44;178,101,45,50;72,128,54,61","322,78,48,52;192,28,98,112"
2044,2,2,"168,55,39,44;72,128,54,61","321,78,49,53;189,26,97,112"
2045,1,2,"71,127,54,61","321,77,49,54;185,24,98,112"
2046,1,2,"71,127,54,60","322,77,48,52;182,23,97,112"
2047,1,2,"72,127,53,60","322,77,47,52;178,22,98,113"
2048,1,2,"70,126,54,60","322,76,47,53;177,20,98,113"
2049,1,2,"70,126,54,60","322,76,47,52;174,17,99,114"
2050,1,2,"70,125,55,61","322,76,47,52;171,15,99,115"
2051,1,2,"70,125,54,61","323,76,47,52;169,12,99,115"
2052,1,2,"69,125,55,61","323,76,47,52;168,11,99,114"
2053,1,2,"69,125,55,61","322,75,47,52;166,9,98,113"
2054,1,2,"68,125,56,62","322,75,47,52;162,9,98,114"
2055,1,2,"68,125,55,62","322,75,47,52;160,6,99,114"
2056,1,2,"68,125,55,62","322,75,47,52;159,4,98,114"
2057,1,2,"66,125,56,62","321,74,48,53;155,4,99,115"
2058,1,2,"66,125,55,63","321,74,48,52;153,2,99,116"
2059,1,2,"66,127,54,61","322,73,47,53;152,0,99,116"
2060,1,2,"65,127,54,61","322,73,47,53;150,0,100,115"
2061,1,3,"65,127,54,61","389,44,28,41;322,73,47,52;148,0,99,115"
2062,1,3,"64,127,54,61","389,44,28,41;322,74,47,51;145,0,99,114"
2063,1,2,"64,129,53,59","322,74,46,51;142,0,100,116"
2064,1,2,"65,130,53,59","322,74,46,51;141,0,100,115"
2065,1,2,"65,130,53,58","322,74,46,51;139,0,100,115"
2066,1,2,"224,65,47,51","321,74,47,51;136,0,101,116"
2067,1,2,"224,66,46,51","321,74,47,53;132,0,101,117"
2068,1,2,"224,68,46,49","320,74,48,53;132,1,100,117"
2069,1,2,"224,67,46,50","321,74,47,52;129,1,100,118"
2070,1,2,"224,68,46,49","321,75,47,52;126,1,102,120"
2071,1,2,"223,68,46,50","321,75,47,52;124,3,101,118"
2072,1,2,"223,69,47,51","321,76,47,52;120,4,102,120"
2073,2,2,"55,108,48,53;223,69,47,51","321,76,46,52;117,7,102,120"
2074,2,2,"54,108,49,53;223,69,46,51","320,77,47,52;115,8,103,119"
2075,2,2,"54,107,48,54;222,69,47,51","320,77,47,52;113,10,102,120"
2076,2,2,"54,106,47,53;222,70,47,51","320,77,47,52;111,13,102,119"
2077,2,2,"53,107,48,53;222,72,47,52","320,78,47,52;108,14,102,118"
2078,2,2,"53,106,47,51;221,72,48,53","320,79,47,52;105,16,103,119"
2079,4,2,"314,29,37,40;260,120,55,64;53,107,47,51;221,72,48,54","320,79,47,52;102,18,103,119"
2080,4,2,"314,29,37,40;261,120,53,61;52,109,47,51;221,72,48,53","320,80,47,52;99,20,104,119"
2081,5,2,"62,136,53,57;314,29,37,40;261,121,52,59;51,110,47,52;220,72,48,52","320,81,47,52;98,23,103,119"
2082,5,2,"59,137,55,57;314,29,38,40;260,121,52,60;50,110,47,52;220,72,48,53","320,81,47,53;96,24,103,120"
2083,5,2,"58,138,56,57;314,29,38,40;259,122,53,59;50,111,47,52;220,73,49,54","319,82,48,53;93,25,103,121"
2084,4,2,"58,138,56,58;258,123,53,58;50,110,47,52;219,73,49,53","318,82,48,52;90,26,104,122"
2085,4,2,"57,137,57,60;257,122,54,61;49,112,48,53;219,73,48,53","319,82,46,53;88,27,104,121"
2086,4,2,"57,136,58,61;257,122,54,61;48,113,49,55;219,73,48,53","318,83,47,52;85,29,105,121"
2087,4,2,"57,135,57,61;256,122,55,61;48,113,49,56;219,73,48,53","318,84,47,51;83,31,105,121"
2088,4,2,"57,133,57,62;256,122,54,61;47,113,50,56;219,74,48,52","318,84,47,52;81,32,105,120"
2089,4,2,"57,133,57,62;255,122,55,61;46,114,52,58;218,74,49,53","318,85,46,51;76,33,106,123"
2090,4,2,"57,132,56,61;254,122,55,61;45,115,51,57;218,74,48,52","318,85,46,51;76,35,106,123"
2091,4,2,"56,131,56,61;252,121,56,63;44,116,52,58;218,74,48,52","317,85,47,52;74,34,106,123"
2092,3,2,"56,132,55,59;252,121,55,62;218,74,48,52","316,85,48,53;71,33,106,123"
2093,3,2,"56,132,53,58;251,121,56,61;218,74,48,52","316,86,47,52;69,33,106,122"
2094,3,2,"55,131,52,58;251,121,55,62;217,74,49,52","316,86,47,52;68,33,106,121"
2095,3,2,"55,131,51,57;250,122,55,61;217,73,48,52","315,86,48,52;65,32,106,122"
2096,3,2,"55,131,49,55;249,122,56,61;217,73,48,52","315,85,47,52;64,31,106,123"
2097,5,2,"160,113,45,50;178,58,39,44;55,131,47,54;249,122,55,62;216,72,49,53","315,85,47,53;61,30,107,124"
2098,3,2,"160,112,45,50;248,122,56,61;217,73,48,52","314,85,48,53;58,30,106,124"
2099,3,2,"160,112,45,49;247,123,56,61;216,72,49,52","314,85,47,53;55,29,107,125"
